Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
a368b8a9c757492e10becbe010b09100aa075b68,03e900bfb7d3c874219b5768436d3145def4dbce8a7c9e55f4af45acb81bf2d4399cf700e4d42f91a9823f0060cfbc33754bc639e9f8e21ab7195ec74440fc7b,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,266.0,0.61,,,8.0,8.0,5.0,2.0,0.0,1.0,8.5,Credit Card,Medallion Leasin,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
a32b68efe90cf992e8c9f472fec1deca7c4a0260,32f4851c78cfd5e0e5665b5f3c56bfc6ed6ab31cf2798330452dea6c4117437f54ca608e6f50e5e87be10f40d1123bbef3d1a1ddf38ab8cae36e7089dd238d0b,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,502.0,1.06,,,8.0,8.0,6.75,1.0,0.0,0.0,8.25,Mobile,Blue Ribbon Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
a9a69b5f42d7fb3c25f07612df19510022049d5a,4001d6fc76fe3a71893de1de252a2dc07252f72e7869580755891b07b9725dda84847dbb0cd96eba5d66194f6fa232c7de105592c5e13e107dc32ced89edd1b4,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,542.0,1.2,17031081500.0,17031081800.0,8.0,8.0,7.25,0.0,0.0,4.0,11.25,Cash,Sun Taxi,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
aeeb491fb3e1aa4650a39869d7ab64a9051cced9,1a1189d1e9f4f676bbeaf49903912684b94453576a234f5d936dd20a4c68663576906b385222d8e26caaacefdad8a154d7dd0cda53857350c7ea755e7a51bcfc,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,850.0,7.37,,,8.0,77.0,20.25,0.0,0.0,1.0,21.25,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
aa4873c00168c90b057f82adc931d068ccaf40b8,84957c8960b674346784746bbc1d48cafff4976b162323d6bcd9cfa9ab5ebe8cb2956d54d7700d256e27f7fc2740ca2442e01592e4b4ccf48ba8f5bd267cc1e0,01/01/2023 12:15:00 AM,01/01/2023 12:45:00 AM,1472.0,10.59,,,32.0,15.0,29.0,10.0,0.0,0.0,39.5,Credit Card,Flash Cab,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.954027649,-87.763399032,POINT (-87.7633990316 41.9540276487)
b313f54d0efb1e466fb7cf487947b665ffea9874,2af66bee3f8116940cafc155173f0c158c5dd50a6efbdac72ef3fa338a40a53ef26cfef4781c3a653b5a7d95cdec1755632cde96ec7fb44097ebe00c2b9ed7f0,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,10.0,0.03,17031320100.0,17031839100.0,32.0,32.0,40.0,5.0,0.0,0.0,45.5,Credit Card,Taxicab Insurance Agency Llc,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
b206ea682c32f4ab98993cc7f3044c2f289c0814,020ac8feafd80a884d635ff8ffced25759473215d80a583cfc14298924807dced2d14bbb54a33a4865025faf59f963c7d31d2a940cb9bda0b140ad0b55573fe0,01/01/2023 12:15:00 AM,01/01/2023 12:45:00 AM,1892.0,4.35,17031063000.0,17031320100.0,6.0,32.0,19.75,5.31,0.0,1.0,26.56,Credit Card,Flash Cab,41.936310131,-87.651562592,POINT (-87.6515625922 41.9363101308),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
b34c8b93939f58fb4051244b1869d2185f26c989,c5f40d14692f1c1c389601afadc082f2842801898e98ef41b43453c1757d362f32ff5fc215c840bfba62b6d086523cc2715e0ed03166789ea7004d39137b580e,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,1238.0,14.01,,,76.0,6.0,35.0,8.1,0.0,5.0,48.6,Credit Card,City Service,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
b30e6c1863862360b68f03dc59e9b94ae879bf2b,c8c3f1713dadc77d30d959755c933092b402d0c3cef08e5b1594d1e36d00c0ca62b39a2d038a3695b7cf8f3dbecc12c239175f04807cf0c2a1d077fd447deea3,01/01/2023 12:15:00 AM,01/01/2023 12:45:00 AM,1107.0,2.14,17031081300.0,17031320100.0,8.0,32.0,11.0,2.67,0.0,0.0,13.67,Mobile,Medallion Leasin,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
b0aa570b1f02624836b84ecb0f2a172a9fabad2a,335c61713b446303eb964d3aa88629948d888393be601ee82b0b619cec0c7e778839471cad460d6d5aeb0195f651894beeb4b4f2f7ffa1c4dd10fd35dfb076b5,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,667.0,5.07,,,28.0,5.0,15.0,0.0,0.0,1.0,16.0,Cash,Sun Taxi,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
bcd6f58013fb43b76bb81318f5b10377dc0d0ae7,c7a0a182e884af18d25c22584df83f14df5b044b900930885d55b2a2a5c0ddb23d2d3eadbb652b2e15b4167609d461a8af488b075a458d2ed19647feac570602,01/01/2023 12:15:00 AM,01/01/2023 12:45:00 AM,1964.0,7.16,,,8.0,6.0,23.5,8.8,0.0,20.0,52.8,Credit Card,5 Star Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
bd7d567ce4136131afca87af707e946f992d6c33,f6138aa35e1fb074eb79fbe29f512b6153dca3593d8cd2405a000c6f4d5c1442f37650ea887177dbc3a5e3d91bdb43464f22a748a305285351fccc9d5dcc03ed,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,60.0,0.5,,,76.0,76.0,4.25,0.0,0.0,62.5,66.75,Credit Card,"Taxicab Insurance Agency, LLC",41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
b81699b675badd5c749a166705d1e829b4f7590a,38496688a46f369c47de2d9e0e4cd09bc55817b68a7bef5e7e5463c3f8806a1ad219732ffb138ede1875587886835735d69f1eb07e68b6b6c6171c8693b7a0fd,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,600.0,0.0,17031320400.0,17031081700.0,32.0,8.0,12.0,0.0,0.0,0.0,12.0,Cash,Choice Taxi Association,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
b78450aaf97956ba36666e9ef36c281d007082a9,e87c704a9b1b4c7e9036508cc65d110d38bb2f8d12414ba5531bd50501b7dd1927a62bcb6cb21337b1ba86dedac50b1a193af2c766550e9d50907f2da6dc8c9e,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,907.0,1.48,17031081800.0,17031081401.0,8.0,8.0,11.0,2.67,0.0,0.0,13.67,Mobile,City Service,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495)
bb1b414ef7a4dec816163fcbb62394a7a91101fb,eead1e2c21b26570411277cb384d3d8d072fc6da913b0617c841cfd3f6cdf40c508395c589a56d12afd2ec4002948fdeb56cb029227274b760200d7c0e2dcb1c,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,492.0,1.5,,,,6.0,11.0,3.34,0.0,0.0,14.34,Mobile,Flash Cab,,,,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
c10b58528fe4e168385d16a99a0a59cb9dcc39d6,fb61583f0b732a39f08c04267cd6b923c05ccfb9baffb187f5fbf835473cee4466eb437fe5e5b8507edde5a8f90fe03c227822d00b48643eee2053ab99bd13a2,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,1420.0,8.94,,,8.0,19.0,25.0,0.0,0.0,0.0,25.0,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.927260956,-87.765501609,POINT (-87.7655016086 41.9272609555)
c2efb23741037dd977db5af25e3d60abf6000750,7274daf07dd4da878465e03ee2f72165d7e044bcde1c2c0c6ae74a0cc1626b8f4bbf895d70b18d522bc2be82dd058ea0a35e9105b3aed6dd912916bd170981d9,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,420.0,0.0,,,6.0,5.0,11.0,1.33,0.0,0.0,12.33,Mobile,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
c74101bdca1d3e8d0771814f09be6643623a195b,6f45c05aa231c9dd389ebdb65ca751cd82ef7634766017a1240d6554bf91840a924cf3cd16564a1ca643c9b1880db706d977ab5164f4b0bd030e0fff21cb3934,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,533.0,0.86,17031081500.0,17031839100.0,8.0,32.0,6.5,0.0,0.0,1.0,7.5,Cash,Flash Cab,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
c4f2a71c47ff1eb19f9422ff611e10a2bbffa654,8fc71edfe29787aaf79dc32173da56d82297269e0036ede30959a219cb55ebb731bf4052922b45b864510c6b9f6e2b7949a3173b20a05e04b7b260101f632778,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,599.0,1.13,17031320100.0,17031839100.0,32.0,32.0,7.5,3.0,0.0,1.0,12.0,Credit Card,Medallion Leasin,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
c3445985506713726e3249bacf80354832a2adf5,4ae32e2eb244ce143800e0c40055e537cc50e3358a07ce1e877bf9f91aa6c10db986c727b9d4674705f8d124a18b05a68d07d1bc8d70e95e173f77c2c0437c22,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,905.0,1.77,,,8.0,24.0,9.5,0.0,0.0,0.0,9.5,Cash,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
c2a36b61678f0f919fb6490d574ec3617fe5574e,8307cf9433f0293eee99c6944aeab484521d9cd9b1fce59472580dde77dbb981858564b8de50202efa8fbb2904755e092e70f94524bf3b6c015f852181998c7e,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,450.0,1.13,,,8.0,8.0,11.0,2.67,0.0,0.0,13.67,Mobile,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
cc6c24e2496c29ad561322bd49fc55348f199499,0ac82d8e603bbd49128d423aacb22570ca42274527d774d9d3f0c4f09734457ea55784b3cb0a5411aa310037de6da300661655c6deebedc6ea5820da0e26510d,01/01/2023 12:15:00 AM,01/01/2023 12:45:00 AM,1831.0,7.98,,,32.0,77.0,25.0,0.0,0.0,1.0,26.0,Cash,Star North Taxi Management Llc,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
ce5bc7360e19e3096e7bb2e2f4a39e69dba5cc25,af54b850307713709ad002df059e2951e541401d6effc54cf4b1f4f14c07c1ebbe1f9ac393525e312318b66bac6012e08a18f36e2cf832f7a0ac6838bbb8ce35,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,594.0,1.09,,,32.0,32.0,11.0,2.67,0.0,0.0,13.67,Mobile,Chicago Independents,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
cde2a6cc76ca23dac64eff162cfc3e92c2dbb50d,96c3fa383c9adacc965af778248d6ef1b3a20ada7e623e4985796abe3c1d7830790ffca74dfbf1cc755449845f215fade690da814458bd85e4387a6470acf64f,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,785.0,0.0,,,22.0,8.0,16.86,3.79,0.0,0.0,20.65,Mobile,Flash Cab,41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
cf0084fd54e07a4cf637d26f740aa66612d22d68,ea4daf4e61f0f63ebcab3cf3a5e6400c14f65b95b191b26a179aff51bdbf6bc692ec775a6ce1509e71434c6add26df7052ba53676268dd9ae34c58580120f430,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,0.0,0.0,,,3.0,3.0,3.5,50.0,0.0,18.5,72.0,Credit Card,Taxi Affiliation Services,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
cdcdb18e575156b85b743f6bda01f875461f4082,835869d6df51f9ec6e53cb4ac6a1f9e386c26f948cdcca5d86c515ba31b1c3e48e0b4d130c48ee65eb9011c2b185ede270ac586f9efd822c425286684ab5113b,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,529.0,1.32,,,8.0,32.0,7.25,4.0,0.0,0.0,11.75,Credit Card,Taxicab Insurance Agency Llc,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
c7823168aa6a0e1a23f3dde87ef309a7f6c65178,ee065e5c90ac23f7fdfec374dd92bad3bdc8ebbd7c573c976228fc9e7fdb21896c9c8f3e85d82644e1291bee632999882c6826ef27958c3ec77dcb24ea03a858,01/01/2023 12:15:00 AM,01/01/2023 12:45:00 AM,1563.0,6.41,,,6.0,32.0,20.6,12.85,0.0,0.0,33.45,Mobile,City Service,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
cb2acb6901507aa6fe66cc2058ac569f999ee6d6,57fa54b44d1e25d82c1de3200158c2475a894490b1c32c4b5356e694a3d15f896fc0ffebb9422cc1875ebd24a578bd9e80d7143e444d36e8ec39f08f19bad982,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,602.0,1.3,17031839100.0,17031081401.0,32.0,8.0,11.0,1.33,0.0,0.0,12.33,Mobile,Sun Taxi,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495)
ca6ae3acae4513e3765b99a379cd8632ee9a46d9,db337a8ff5c8d3d3e7a3051de3868f279ddaed337f31413e130d031ced523ee2ca32c0d4b71aec6a46bbd9eb0a625902a617e7e5047835e7474373780ff7f4a6,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,1318.0,4.45,,,32.0,7.0,14.19,3.54,0.0,0.0,17.73,Mobile,Globe Taxi,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
d3570ae1eff72885a1d3b823714534d11385186b,ac39a2b21a09aa10349f730d8b2cd2177eacfcc1d1cc5c24fdafe0a29c54e1aff90a80aaf2d472372a7a84d718a4bd9e464745252dbd659b5c80db3a6d0e60a3,01/01/2023 12:15:00 AM,01/01/2023 12:45:00 AM,1101.0,1.24,17031081500.0,17031080100.0,8.0,8.0,9.75,1.69,0.0,1.0,12.94,Mobile,Taxicab Insurance Agency Llc,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.907520075,-87.6266589,POINT (-87.6266589003 41.9075200747)
e62405875316678a567c8dc5b937443f468eb1bd,520ceeda508661c3d09a4d7b85c955a6c971d0cca9c10936450315bf07cfc7f0c334d10f0d2be8d8ba66d4887381ef8b8835156c66b214d1ebd25a3578eda23f,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,872.0,1.54,17031833000.0,17031081500.0,28.0,8.0,9.5,0.0,0.0,2.0,11.5,Cash,Flash Cab,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
e3d39b2874a568757c8e8822097fde94e05ee407,89fc6b1f0628f328ccd1021fcf4e7318bb2f9962da9259b522bde63ca44f9f201a016291bbd2801fad04845cfd5b30b954afedccb22f6c49fadda05821804a06,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,1155.0,4.13,,,,22.0,17.54,4.38,0.0,0.0,21.92,Mobile,Flash Cab,,,,41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
ebad45e18c17dd8743954a3d78ca8e177240837f,78d1ae230754ef2eca7aa3e828789bc4714b8a261a35d5a68ec99361a2ac78cadf9daceaf0feaf8965e9932ad127499fd270df74e1308b412a4da1ea8c0fbbfa,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,608.0,3.95,,,76.0,,12.5,0.0,0.0,4.0,16.5,Cash,City Service,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
ec693e9037011a662c7adafc1d34c79ea2a7b699,045270ae331ab61646c36aaf542de0077e97a5b0294e29048aca8d607fc0425176cde25d838e6de259ff195eef7cd8ce6d62ec6c24c3f82c873b1750a894c74c,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,437.0,0.0,17031833000.0,,28.0,,11.0,2.74,0.0,0.0,13.74,Mobile,Flash Cab,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),,,
e80f6c39303c69f3355fc7a1bd9a2d5e9e2cee6e,480a450202956838dc455060f339f593625811ec693d16ad0fdaed3b0cc7de5200ce8edf408f9bc66371086c274616becd17efa0ddd429df3ea1ebe8dcd9b4dc,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,496.0,1.55,,,6.0,7.0,11.0,0.0,0.0,0.0,11.0,Mobile,Sun Taxi,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
f3d36352c05a166d0d5a898893b72fe9531c8927,466d3da29f8bfe40bb8c4bbf96621d8d545c045d50d5958fd7505318a1803ab6f21aa39f0b56b4817453e47a5a2506cb80f0650eded81b233177fc1c51060bd9,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,1053.0,2.86,,,7.0,8.0,11.75,0.0,0.0,0.0,11.75,Cash,Blue Ribbon Taxi Association,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
f4647942446398394fd135e3a40dd24078d51135,b16774f4cc26db3c0bb6beb35343dd596516566be79316f2128746068e6c97104a3cac8b05f20700cfaf82b3d1c3dd3d8e7da53ee78fe8ca9f23d70aeb4c0a92,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,255.0,0.84,,,7.0,8.0,5.5,4.0,0.0,0.0,10.0,Credit Card,Flash Cab,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
f1a0aaa2c7038e2b427e4db178f964710bd07787,66d3807bc1b0bcf7c3b90c19f7c13356cdd60995199804afe2355e2736bf4a56d616f7f783596da3bdcb6b755c43d8b26818486f213604c04b6ebbcd9b99abc8,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,536.0,0.0,17031320400.0,17031320100.0,32.0,32.0,11.0,1.33,0.0,0.0,12.33,Mobile,Flash Cab,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
f1bfe7988369c02fbc2862ba8977d1b81b1f34a9,a04ded5c1365641c170cd53f6befbcf7d3e6234337d0f4c5d959bcb2de70fb28f57511670bdd1ad6490aa5a942a9cf685fb4deda4121e82de1b3d0c368b715e2,01/01/2023 12:15:00 AM,01/01/2023 12:45:00 AM,1966.0,5.21,17031062100.0,17031320100.0,6.0,32.0,20.75,0.0,0.0,1.0,21.75,Cash,Sun Taxi,41.942691844,-87.651770507,POINT (-87.6517705068 41.9426918444),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
f87eedd353d65d3da44f03ffb0f6d88afb8c3325,8105e73e69f876853cb9f5053fed42a9769b84588fa29b5675a78a4f63ef4ea192b7cb6c93e9d2ceda36030b27b5d6a7692574b1b858d30203ae6e3cc9d3ac8a,01/01/2023 12:15:00 AM,01/01/2023 12:30:00 AM,568.0,0.0,,,21.0,3.0,13.57,3.39,0.0,0.0,16.96,Mobile,Flash Cab,41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
fc04b9f1f4e3af2672137ae9c24936d318f0d41d,b4ac2893286a7c3a55df851a3732ea65d7fb82e1da7a19f728a71651761babfd88544152301073319650be263fd4e1aabc072601e6f452daf22ceb764f8d70d5,01/01/2023 12:15:00 AM,01/01/2023 12:15:00 AM,626.0,2.79,17031081403.0,17031842300.0,8.0,24.0,10.25,4.0,0.0,1.0,15.75,Credit Card,City Service,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.89830587,-87.653613982,POINT (-87.6536139825 41.8983058696)
010ec7d59bd96c6b98126564b832f2c862ce073e,8e61957eda2e69d68b0bce4add726e0a84827e3f1ec9c9cb0c879c9feca623f74aa26949b28af9d68c95e28c81f1c33ffb01c817e95c3be913ac6b37d76f51c9,01/01/2023 12:30:00 AM,01/01/2023 12:45:00 AM,1176.0,1.06,,,8.0,8.0,10.25,0.0,0.0,2.0,12.25,Cash,Blue Ribbon Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
048a5601ecbf1db99e7689473df1b72a19856e73,ad4b1730fcbfdb84e41313179a688924012db322823f487d70ffcdbf1fa0e9ec11c35045af7e7cf561db41f5a46939ab7ea0565dc6fa26a0d14f68f6f568b92e,01/01/2023 12:30:00 AM,01/01/2023 01:15:00 AM,3171.0,19.49,,,8.0,,53.75,0.0,0.0,0.0,53.75,Prcard,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),,,
04fff3a639ca7b360f9a36e39fdd78d539bcfb74,e285c667a98b7debef94575d342f30dfe750bde84af57f22146752d6efd191399772a06b593576e2eee5c8530005880dadcf0c918112dbf70bd7a2ddb6fb5e55,01/01/2023 12:30:00 AM,01/01/2023 12:45:00 AM,1175.0,4.54,,,8.0,6.0,16.0,4.1,0.0,4.0,24.6,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
03fe5d64ed9e76147636010469e828ecb401d26c,b889c2489ef79cdbcc7d26375dc93bdb4eb77de9f7e393990343d80168ff7bd7013ccd0b3dcd6456924ba204c257a8e145403a1f0ccc3ee9ed67e253863ac35c,01/01/2023 12:30:00 AM,01/01/2023 12:45:00 AM,702.0,0.87,,,8.0,8.0,7.75,0.0,0.0,1.0,8.75,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
06b5271979dff8ecee475858416d366d80bee9fb,3835dded237bfc6b12d2181ec37148bd8385590f81597f643e6775df78ed87f2624ed43201cf94fdccdad7080da7a78290ff20e3c218834cc073389ebb82fb3c,01/01/2023 12:30:00 AM,01/01/2023 12:45:00 AM,664.0,2.22,,,8.0,8.0,11.0,2.67,0.0,0.0,13.67,Mobile,Blue Ribbon Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
0502df4836e3617fe2e4380dfb1c8cb430d11b7e,9dbc9017d66ff7ca48ae4ac833e8fdc0d3f35333516071f01b82eb14b0290d66c038097b0c336d8b46067da9111ebcdc08fc6d17b71a736b31d01d8ca14a7d9e,01/01/2023 12:30:00 AM,01/01/2023 12:45:00 AM,660.0,4.1,,,76.0,,13.25,5.3,0.0,4.0,22.55,Credit Card,Top Cab Affiliation,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
083e5042273601ea07e72f85e93494a4a31f1887,96c3fa383c9adacc965af778248d6ef1b3a20ada7e623e4985796abe3c1d7830790ffca74dfbf1cc755449845f215fade690da814458bd85e4387a6470acf64f,01/01/2023 12:30:00 AM,01/01/2023 01:00:00 AM,1373.0,5.94,,,8.0,6.0,19.0,6.12,0.0,5.0,30.62,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
0e6786c9c2d6f85f0bf46479dcb4e2ae4a6d266b,d899402f96aeec3adabbee95f3a99aba9ade0e0b5c1d9375fade5d3f588cf54b8ecaaba08da5979724cc81ff64f102696373883acd65b6c2fdf20fe50a09b542,01/01/2023 12:30:00 AM,01/01/2023 12:30:00 AM,4.0,0.0,17031081401.0,17031081401.0,8.0,8.0,29.5,6.0,0.0,0.0,36.0,Credit Card,City Service,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495)
0f6c66b410c2d161cd9c918c6faf5a4a17f3c8e1,8abbb35e4243b2c590b027d424e6552a61356f54609f161ee910a3ea7435204298a60907247ed4a12c070e53455ba95d3a03424844a8bc1741806917679a7a60,01/01/2023 12:30:00 AM,01/01/2023 01:00:00 AM,1665.0,5.02,,,6.0,8.0,20.13,2.51,0.0,0.0,22.64,Mobile,Taxicab Insurance Agency Llc,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
0a83c9ef4265782bea221d4c3283b66599589272,5453573a470c75b36d908d4e664de1c937e68aae86c420191a43870a402b62ca9e81867fc2a769011873a9d7df93f43083246b9691db0c27e29126faacb84f19,01/01/2023 12:30:00 AM,01/01/2023 01:00:00 AM,1158.0,7.38,17031081401.0,17031030500.0,8.0,77.0,21.75,4.65,0.0,1.0,27.9,Credit Card,Chicago Independents,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.987225558,-87.664937724,POINT (-87.6649377243 41.9872255578)
0ba769826e294628fae63d33b2870c04c49d4492,eddec198962a7737ebf2d9cbc621da2f8ff2f636499af0be1355e163888b228cd8a43997c0ada5376f46c940c41027448c30b6d63b63a6707e00c121ac104fbc,01/01/2023 12:30:00 AM,01/01/2023 12:45:00 AM,835.0,4.08,,,24.0,8.0,14.89,8.0,0.0,0.0,22.89,Mobile,City Service,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
11f9be652ce88619f85c1fa32e3df4ebe94568b9,d838e92d6b588e5051410f9646f42c45c96ddb445d28a72bb7b4a8f209821ac53379877d4f01d8610761ef7993b1250d184afa1c0da3c0313e03c71c05daa3a6,01/01/2023 12:30:00 AM,01/01/2023 01:00:00 AM,1572.0,11.1,,,32.0,1.0,29.75,4.69,0.0,1.0,35.94,Mobile,Sun Taxi,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),42.009622881,-87.670166857,POINT (-87.6701668569 42.0096228806)
